"SSBS","LandUse"
"SE2_2013__Frizzo 1  8","Annual_nitrogen"
"SE2_2013__Frizzo 1  9","Annual_nitrogen"
"SE2_2013__Frizzo 2  8","Annual_nitrogen"
"SE2_2013__Frizzo 2  9","Annual_nitrogen"
"SE2_2013__Frizzo 3  8","Annual_nitrogen"
"SE2_2013__Frizzo 3  9","Annual_nitrogen"
"SE2_2013__Garcia 1  5","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  6","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  13","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  14","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  21","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  22","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  29","Secondary vegetation and Timber Light and Intense"
"SE2_2013__Garcia 1  30","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 1 1","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 2 2","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 3 3","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 4 4","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 5 5","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 6 6","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 7 7","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 8 8","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 9 9","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 10 10","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 11 11","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 12 12","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 13 13","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 14 14","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 15 15","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 16 16","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 17 17","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 18 18","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 19 19","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 20 20","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 21 21","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 22 22","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 23 23","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 24 24","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 25 25","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 26 26","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 27 27","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 28 28","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 29 29","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 30 30","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 31 31","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 32 32","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 33 33","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 34 34","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 35 35","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 36 36","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 37 37","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 38 38","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 39 39","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 40 40","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 41 41","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 42 42","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 43 43","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 44 44","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 45 45","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Bonham 1 46 46","Secondary vegetation and Timber Light and Intense"
"SH1_2002__Sheil 1  13","Perennial"
"SH1_2002__Sheil 1  14","Perennial"
"SH1_2002__Sheil 1  27","Perennial"
"SH1_2002__Sheil 1  43","Perennial"
"SH1_2002__Sheil 1  60","Perennial"
"SH1_2002__Sheil 1  61","Perennial"
"SH1_2002__Sheil 1  62","Perennial"
"SH1_2002__Sheil 1  68","Perennial"
"SH1_2002__Sheil 1  97","Perennial"
"SH1_2002__Sheil 1  104","Perennial"
"SH1_2002__Sheil 1  106","Perennial"
"SH1_2002__Sheil 1  116","Perennial"
"SH1_2002__Sheil 1  120","Perennial"
"SH1_2002__Sheil 1  130","Timber"
"SH1_2002__Sheil 1  137","Perennial"
"SH1_2002__Sheil 1  138","Perennial"
"SH1_2002__Sheil 1  139","Perennial"
"SH1_2002__Sheil 2  13","Perennial"
"SH1_2002__Sheil 2  14","Perennial"
"SH1_2002__Sheil 2  27","Perennial"
"SH1_2002__Sheil 2  43","Perennial"
"SH1_2002__Sheil 2  60","Perennial"
"SH1_2002__Sheil 2  61","Perennial"
"SH1_2002__Sheil 2  62","Perennial"
"SH1_2002__Sheil 2  68","Perennial"
"SH1_2002__Sheil 2  97","Perennial"
"SH1_2002__Sheil 2  104","Perennial"
"SH1_2002__Sheil 2  106","Perennial"
"SH1_2002__Sheil 2  116","Perennial"
"SH1_2002__Sheil 2  120","Perennial"
"SH1_2002__Sheil 2  130","Timber"
"SH1_2002__Sheil 2  137","Perennial"
"SH1_2002__Sheil 2  138","Perennial"
"SH1_2002__Sheil 2  139","Perennial"
"SH1_2011__Todd 1 1 1","Perennial"
"SH1_2011__Todd 1 1 2","Perennial"
"SH1_2011__Todd 1 3 3","Perennial"
"SH1_2011__Todd 1 3 4","Perennial"
"SH1_2011__Todd 1 4 5","Perennial"
"SH1_2011__Todd 1 4 6","Perennial"
"SH1_2011__Todd 1 5 7","Perennial"
"SH1_2011__Todd 1 5 8","Perennial"
"SH1_2011__Todd 1 8 9","Perennial"
"SH1_2011__Todd 1 8 10","Perennial"
"SH1_2011__Todd 1 10 11","Perennial"
"SH1_2011__Todd 1 10 12","Perennial"
"SH1_2011__Todd 1 9 13","Perennial"
"SH1_2011__Todd 1 9 14","Perennial"
"SH1_2011__Todd 1 7 15","Perennial"
"SH1_2011__Todd 1 7 16","Perennial"
"SH1_2011__Todd 1 6 17","Perennial"
"SH1_2011__Todd 1 6 18","Perennial"
"SH1_2011__Todd 1 2 19","Perennial"
"SH1_2011__Todd 1 2 20","Perennial"
"SH1_2013__CIFORcameroon 1  1","Perennial"
"SH1_2013__CIFORcameroon 1  2","Perennial"
"SH1_2013__CIFORcameroon 1  22","Perennial"
"SH1_2013__CIFORcameroon 1  44","Perennial"
"SH1_2013__CIFORcameroon 2  1","Perennial"
"SH1_2013__CIFORcameroon 2  2","Perennial"
"SH1_2013__CIFORcameroon 2  22","Perennial"
"SH1_2013__CIFORcameroon 2  44","Perennial"
"TN1_1994__Roth 1  6","Perennial"
"TN1_1994__Roth 1  7","Perennial"
"TN1_1994__Roth 1  8","Perennial"
"TN1_1994__Roth 1  9","Perennial"
"TN1_1994__Roth 1  10","Perennial"
"TN1_1994__Roth 1  11","Perennial"
"TN1_2006__Bobo 1  1","Perennial"
"TN1_2006__Nakagawa 1  1","Perennial"
"TN1_2006__Soh 1 Cameron 2","Timber"
"VB1_2011__LoManHung 1 BPC102 48","Perennial"
"VB1_2011__LoManHung 1 BPC203 63","Perennial"
"VB1_2011__LoManHung 1 BPC207 68","Perennial"
"VB1_2011__LoManHung 1 BPC315 86","Perennial"
"VB1_2011__Magrini 1  6","Timber"
"VK1_2008__Buddle 1 1 1","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 2","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 3","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 4","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 5","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 6","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 7","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 8","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 9","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 10","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 11","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 12","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 13","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 14","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 15","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 16","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 17","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 18","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 19","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 20","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 21","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 22","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 23","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 24","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 25","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 26","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 27","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 28","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 29","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 30","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 31","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 32","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 33","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 34","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 35","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 36","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 37","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 38","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 39","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 1 40","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 41","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 42","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 43","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 44","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 45","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 46","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 47","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 48","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 49","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 50","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 51","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 52","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 53","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 54","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 55","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 56","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 57","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 58","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 59","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 60","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 61","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 62","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 63","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 64","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 65","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 66","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 67","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 68","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 69","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 70","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 71","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 72","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 73","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 74","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 75","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 76","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 77","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 78","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 79","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 2 80","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 81","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 82","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 83","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 84","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 85","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 86","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 87","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 88","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 89","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 90","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 91","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 92","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 93","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 94","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 95","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 96","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 97","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 98","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 99","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 100","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 101","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 102","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 103","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 104","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 105","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 106","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 107","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 108","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 109","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 110","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 111","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 112","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 113","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 114","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 115","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 116","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 117","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 118","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 119","Secondary vegetation and Timber Light and Intense"
"VK1_2008__Buddle 1 3 120","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  6","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  7","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  11","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  12","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  13","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  29","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Edenius 1  30","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 2 1","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 2 2","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 2 3","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 2 4","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 2 5","Timber"
"VK1_2011__Zimmerman 1 3 6","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 3 7","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 3 8","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 3 9","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 3 10","Timber"
"VK1_2011__Zimmerman 1 4 11","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 4 12","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 4 13","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 4 14","Secondary vegetation and Timber Light and Intense"
"VK1_2011__Zimmerman 1 4 15","Timber"
"DG1_2008b_Yan 1  1","Timber"
"DG1_2008b_Yan 1  2","Timber"
"DG1_2008b_Yan 1  3","Timber"
"DG1_2008b_Yan 1  4","Timber"
"DG1_2008__Yan 1  1","Secondary vegetation and Timber Light and Intense"
"DG1_2008__Yan 1  2","Secondary vegetation and Timber Light and Intense"
"DG1_2008__Yan 1  3","Secondary vegetation and Timber Light and Intense"
"DG1_2008__Yan 1  4","Secondary vegetation and Timber Light and Intense"
"LH2_2010__JhaVandermeer 1  1","Perennial"
"LH2_2010__JhaVandermeer 1  2","Perennial"
"LH2_2010__JhaVandermeer 1  3","Perennial"
"LH2_2010__JhaVandermeer 1  4","Perennial"
"LH2_2010__JhaVandermeer 1  5","Perennial"
"LH2_2010__JhaVandermeer 1  6","Perennial"
"LH2_2010__JhaVandermeer 1  7","Perennial"
"LH2_2015__BravoMonroy 1  1","Perennial"
"LH2_2015__BravoMonroy 1  2","Perennial"
"LH2_2015__BravoMonroy 1  3","Perennial"
"LH2_2015__BravoMonroy 1  4","Perennial"
"LH2_2015__BravoMonroy 1  5","Perennial"
"LH2_2015__BravoMonroy 1  6","Perennial"
"LH2_2015__BravoMonroy 1  7","Perennial"
"LH2_2015__BravoMonroy 1  8","Perennial"
"LH2_2015__BravoMonroy 1  9","Perennial"
"LH2_2015__BravoMonroy 1  10","Perennial"
"LH2_2015__BravoMonroy 1  11","Perennial"
"LH2_2015__BravoMonroy 1  12","Perennial"
"SS1_2007__Minor 1 W1 4","Secondary vegetation and Timber Light and Intense"
"SS1_2007__Minor 1 Tully 5","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B267 73","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B268 74","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B269 75","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B276 81","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B277 82","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B279 84","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B669 366","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 1 B675 372","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B267 73","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B268 74","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B269 75","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B276 81","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B277 82","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B279 84","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B669 366","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 2 B675 372","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B267 73","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B268 74","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B269 75","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B276 81","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B277 82","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B279 84","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B669 366","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 3 B675 372","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B267 73","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B268 74","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B269 75","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B276 81","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B277 82","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B279 84","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B669 366","Secondary vegetation and Timber Light and Intense"
"SS1_2011__Mulder 4 B675 372","Secondary vegetation and Timber Light and Intense"
"TN1_2007__Gardner 1  3","Timber"
"VB1_2005__Eggleton 1  2","Timber"
"VB1_2005__Eggleton 2  2","Timber"
"VB1_2005__Eggleton 3  2","Timber"
"VB1_2005__Eggleton 4  8","Timber"
"VB1_2005__Eggleton 4  9","Timber"
"VB1_2005__Eggleton 4  10","Timber"
"VB1_2005__Eggleton 4  11","Timber"
"VB1_2005__Eggleton 4  12","Timber"
"VB1_2005__Eggleton 4  13","Timber"
"VB1_2005__Eggleton 4  14","Timber"
"VB1_2005__Eggleton 4  15","Timber"
"VB1_2005__Eggleton 4  16","Timber"
"VB1_2005__Eggleton 4  17","Timber"
"VB1_2005__Eggleton 4  18","Timber"
"VB1_2005__Eggleton 4  19","Timber"
"VB1_2005__Eggleton 5  2","Timber"
"VB1_2015__Mumme 1 B 5","Perennial"
"VB1_2015__Mumme 1 B 6","Perennial"
"VB1_2015__Mumme 1 B 7","Perennial"
"VB1_2015__Mumme 1 B 8","Perennial"
"VB1_2015__Mumme 1 B 9","Perennial"
"VB1_2015__Mumme 1 B 10","Perennial"
"VB1_2015__Mumme 1 B 11","Perennial"
"VB1_2015__Mumme 1 B 12","Perennial"
"VB1_2015__Mumme 1 B 13","Perennial"
"VB1_2015__Mumme 1 B 14","Perennial"
"VB1_2015__Mumme 1 B 15","Perennial"
"VB1_2015__Mumme 1 B 16","Perennial"
"VB1_2015__Mumme 1 H 21","Perennial"
"VB1_2015__Mumme 1 H 22","Perennial"
"VB1_2015__Mumme 1 H 23","Perennial"
"VB1_2015__Mumme 1 H 24","Perennial"
"VB1_2015__Mumme 1 H 25","Perennial"
"VB1_2015__Mumme 1 H 26","Perennial"
"VB1_2015__Mumme 1 H 27","Perennial"
"VB1_2015__Mumme 1 H 28","Perennial"
"VB1_2015__Mumme 1 H 29","Perennial"
"VB1_2015__Mumme 1 H 30","Perennial"
"VB1_2015__Mumme 1 H 31","Perennial"
"VB1_2015__Mumme 1 H 32","Perennial"
"CM2_2009__SilvaMoco 1 2 5","Perennial"
"CM2_2009__SilvaMoco 1 2 6","Perennial"
"CM2_2009__SilvaMoco 1 2 7","Perennial"
"CM2_2009__SilvaMoco 1 2 8","Perennial"
"CM2_2009__SilvaMoco 1 3 9","Perennial"
"CM2_2009__SilvaMoco 1 3 10","Perennial"
"CM2_2009__SilvaMoco 1 3 11","Perennial"
"CM2_2009__SilvaMoco 1 3 12","Perennial"
"CM2_2009__SilvaMoco 1 4 13","Perennial"
"CM2_2009__SilvaMoco 1 4 14","Perennial"
"CM2_2009__SilvaMoco 1 4 15","Perennial"
"CM2_2009__SilvaMoco 1 4 16","Perennial"
"CM2_2009__SilvaMoco 1 5 17","Perennial"
"CM2_2009__SilvaMoco 1 5 18","Perennial"
"CM2_2009__SilvaMoco 1 5 19","Perennial"
"CM2_2009__SilvaMoco 1 5 20","Perennial"
"CM2_2009__SilvaMoco 1 6 21","Perennial"
"CM2_2009__SilvaMoco 1 6 22","Perennial"
"CM2_2009__SilvaMoco 1 6 23","Perennial"
"CM2_2009__SilvaMoco 1 6 24","Perennial"
"CM2_2009__SilvaMoco 2 2 5","Perennial"
"CM2_2009__SilvaMoco 2 2 6","Perennial"
"CM2_2009__SilvaMoco 2 2 7","Perennial"
"CM2_2009__SilvaMoco 2 2 8","Perennial"
"CM2_2009__SilvaMoco 2 3 9","Perennial"
"CM2_2009__SilvaMoco 2 3 10","Perennial"
"CM2_2009__SilvaMoco 2 3 11","Perennial"
"CM2_2009__SilvaMoco 2 3 12","Perennial"
"CM2_2009__SilvaMoco 2 4 13","Perennial"
"CM2_2009__SilvaMoco 2 4 14","Perennial"
"CM2_2009__SilvaMoco 2 4 15","Perennial"
"CM2_2009__SilvaMoco 2 4 16","Perennial"
"CM2_2009__SilvaMoco 2 5 17","Perennial"
"CM2_2009__SilvaMoco 2 5 18","Perennial"
"CM2_2009__SilvaMoco 2 5 19","Perennial"
"CM2_2009__SilvaMoco 2 5 20","Perennial"
"CM2_2009__SilvaMoco 2 6 21","Perennial"
"CM2_2009__SilvaMoco 2 6 22","Perennial"
"CM2_2009__SilvaMoco 2 6 23","Perennial"
"CM2_2009__SilvaMoco 2 6 24","Perennial"
"CM2_2012__Kone 1 3 1","Perennial"
"CM2_2012__Kone 1 4 2","Perennial"
"CM2_2012__Kone 1 4 3","Perennial"
"CM2_2012__Kone 1 3 4","Perennial"
"CM2_2012__Kone 1 2 5","Perennial"
"CM2_2012__Kone 1 3 6","Perennial"
"CM2_2012__Kone 1 2 7","Perennial"
"CM2_2012__Kone 1 1 8","Perennial"
