Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Biodiversity|RLI;unitless;0.9892;0.9892;0.9892;0.9924;0.9924;0.9924;0.9924;0.9924;0.9924;0.9924;0.9924;0.9924;0.9924;0.9935;0.9935;0.9914;0.9914;0.9914;0.9924;0.9935;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use;Mt CH4/yr;5.5449;5.5946;5.595;5.2956;4.9098;4.3614;3.9238;3.6037;3.3911;3.2589;3.0762;2.897;2.7141;2.5561;2.2854;2.0951;1.9229;1.7698;1.6289;1.5013;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;0.1242;0.1253;0.1293;0.1286;0.1265;0.1231;0.1248;0.1197;0.1159;0.1127;0.1099;0.1079;0.1055;0.0888;0.0772;0.0706;0.0671;0.0643;0.065;0.0685;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;4.6971;4.748;4.7448;4.6464;4.2773;3.7591;3.3217;3.0062;2.7773;2.5871;2.4533;2.3156;2.1348;1.9335;1.7319;1.5453;1.3743;1.2191;1.0779;0.9532;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;0.6697;0.678;0.6814;0.6678;0.6144;0.536;0.4706;0.4247;0.3909;0.3631;0.3434;0.3236;0.2971;0.2676;0.2385;0.2121;0.1884;0.1673;0.1485;0.1323;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;3.6122;3.6832;3.7167;3.6666;3.3979;2.9866;2.6375;2.3938;2.2122;2.0599;1.9541;1.8453;1.6988;1.5341;1.3687;1.2151;1.0741;0.9463;0.8304;0.7281;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;0.4151;0.3869;0.3467;0.3121;0.265;0.2364;0.2136;0.1876;0.1743;0.1641;0.1559;0.1468;0.1389;0.1318;0.1247;0.1181;0.1118;0.1054;0.099;0.0929;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0.2153;0.2129;0.2125;0.2909;0.299;0.3104;0.3118;0.3123;0.3401;0.4014;0.3553;0.3158;0.3162;0.376;0.3186;0.3215;0.3237;0.3287;0.3283;0.3321;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.5084;0.5084;0.5084;0.2296;0.207;0.1689;0.1655;0.1655;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1577;0.1476;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|CO2|Land Use;Mt CO2/yr;-13.3463;-3.9921;547.3001;1090.3903;601.0132;116.7903;47.2464;-27.5115;-35.9243;-35.2465;-29.8199;-31.5602;-54.577;-82.3701;-76.9748;-51.0849;-33.2555;-23.8723;-13.7587;-4.5024;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use;kt N2O/yr;285.6014;288.5281;284.3437;250.4046;229.9143;203.3655;184.7117;167.6703;154.3212;145.4144;138.3312;132.0562;125.377;113.3909;101.1789;93.5588;87.8394;82.9569;79.8891;77.6795;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;1.4111;1.4234;1.4694;1.4611;1.4374;1.3984;1.4187;1.3608;1.3171;1.2808;1.2494;1.2265;1.1986;1.0094;0.877;0.8019;0.7628;0.7307;0.7386;0.7779;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;228.0263;231.0125;226.7957;216.6842;198.092;174.8105;156.4146;139.4116;125.994;115.2654;109.6097;104.553;97.8871;84.2707;73.9259;66.2903;60.5405;55.5358;52.4721;51.0611;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;53.7309;55.1093;54.8375;52.6893;47.3557;40.4081;33.5545;28.1224;23.8389;20.083;18.3201;16.5494;14.5024;12.3876;10.3894;8.5933;7.0007;5.6105;4.409;3.3858;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;105.5621;105.8506;107.5824;106.0046;101.6491;94.9712;90.4725;83.9451;78.6551;74.8376;72.647;71.0073;68.3008;58.7853;52.3168;48.1623;45.5001;43.1958;42.468;43.0452;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;68.7332;70.0525;64.3758;57.9903;49.0872;39.4313;32.3876;27.3441;23.5001;20.3449;18.6425;16.9963;15.0839;13.0979;11.2197;9.5347;8.0396;6.7294;5.5952;4.6301;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;7.6346;7.5628;7.5524;10.3397;10.6241;11.0304;11.0793;11.0988;11.9553;13.8133;12.4174;11.2219;11.2364;13.056;11.3212;11.4118;11.4813;11.6356;11.6236;11.7543;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;48.5294;48.5294;48.5261;21.9196;19.7608;16.1262;15.7991;15.7991;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;15.0548;14.0862;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Fertilizer Use|Nitrogen;Tg N/yr;1.7745;2.2242;2.1053;1.8489;1.603;1.3423;1.2258;1.0196;0.824;0.6649;0.5721;0.5078;0.4524;0.2031;0.0678;0.0097;0;0;0.0491;0.1342;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply;EJ/yr;0.6712;0.6962;0.7142;0.7268;0.7241;0.7048;0.6813;0.6622;0.6475;0.6358;0.6295;0.6226;0.6139;0.6036;0.5924;0.5806;0.5674;0.5532;0.5382;0.5224;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply|Crops;EJ/yr;0.518;0.5351;0.5523;0.5664;0.5756;0.575;0.5672;0.5577;0.5487;0.5405;0.5351;0.5292;0.5218;0.5131;0.5036;0.4935;0.4823;0.4702;0.4574;0.4441;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2230.1621;2270.222;2318.2824;2365.8797;2403.4874;2409.5994;2391.1191;2368.8276;2350.9338;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply|Livestock;EJ/yr;0.1532;0.1611;0.1619;0.1604;0.1485;0.1297;0.1141;0.1045;0.0988;0.0954;0.0944;0.0934;0.0921;0.0905;0.0889;0.0871;0.0851;0.083;0.0807;0.0784;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;659.6899;683.5189;679.5094;670.1542;620.0707;543.6228;481.1889;443.7503;423.4197;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Food Energy Supply|Per Capita;kcal/cap/day;2889.852;2953.7409;2997.7918;3036.0339;3023.5582;2953.2222;2872.308;2812.5779;2774.3535;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;GDP per capita|MER;US$2005/cap/yr;35178.6355;36266.9185;36940.5463;38164.8554;39631.6464;40985.8028;42009.0227;42884.984;43902.5704;44870.1571;45922.5783;47162.3451;48562.4281;50071.9405;51557.7612;53025.1597;54546.4147;56127.5189;57777.5099;59474.4441;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;GDP|MER;billion US$2005/yr;5.3502;5.5978;5.7628;5.9827;6.2147;6.4048;6.5251;6.6112;6.7098;6.7932;6.8833;6.9917;7.0985;7.1969;7.2731;7.3305;7.3694;7.3935;7.404;7.3983;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover;million ha;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;818.636;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Built-up Area;million ha;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;5.6244;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Cropland;million ha;33.4493;33.2309;32.9578;31.0243;27.3926;25.424;24.494;23.2869;22.2605;21.5992;20.9724;20.4386;19.5346;16.7583;14.7205;13.258;12.2497;11.3423;10.8718;10.7984;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Cropland|Cereals;million ha;12.9855;12.577;12.3632;11.1193;9.8744;9.6231;9.1789;8.5718;8.21;8.0582;7.8368;7.7436;7.6367;6.1422;5.5569;5.1761;5.0471;4.9198;5.1869;5.7775;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Cropland|Energy Crops;million ha;1e-04;0.502;0.888;0.9744;1.001;1.1155;0.9402;0.9025;0.7082;0.8288;0.7642;0.7866;0.5433;0.3001;0.3305;0.3609;0.3983;0.4358;0.4334;0.4309;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Cropland|Energy Crops|Irrigated;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Cropland|Irrigated;million ha;7.9092;7.667;7.9719;7.5939;7.583;7.3853;7.0674;5.8603;5.5866;5.5617;5.5412;5.507;5.1394;4.1741;3.4586;3.1933;3.0546;2.9752;2.8899;2.8165;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Forest;million ha;105.9903;105.9731;105.9714;105.9712;105.965;105.965;105.965;105.965;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;105.9903;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Forest|Afforestation and Reforestation;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Forest|Forestry;million ha;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;13.939;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Forest|Natural Forest;million ha;92.0513;92.0341;92.0324;92.0322;92.026;92.026;92.026;92.026;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;92.0513;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Other Natural Land;million ha;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;361.6851;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Pasture;million ha;311.8869;311.8869;311.8659;140.8718;126.998;103.639;101.5372;101.5372;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;96.7536;90.5286;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Land Cover|Restoration land;million ha;0;0.2355;0.5314;173.4591;190.9708;216.2985;219.3303;220.5374;226.322;226.9832;227.61;228.1439;229.0479;231.8241;233.862;235.3244;236.3327;237.2401;237.7107;244.0091;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Population;million;152.0872;154.3503;156.0011;156.7585;156.8114;156.2676;155.3255;154.161;152.8336;151.3977;149.8886;148.2471;146.1728;143.732;141.0673;138.2459;135.1027;131.7269;128.1467;124.394;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Cereals|Index;2005=1;1;0.93;0.91;0.86;0.75;0.65;0.61;0.58;0.54;0.54;0.54;0.53;0.49;0.49;0.48;0.47;0.46;0.44;0.43;0.43;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Corn|Index;2005=1;1;0.97;0.88;0.86;0.67;0.63;0.58;0.57;0.56;0.56;0.58;0.58;0.56;0.56;0.56;0.55;0.54;0.52;0.51;0.51;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Livestock|Index;Index (2005 = 1);1;0.98;0.96;0.93;0.84;0.7;0.65;0.61;0.61;0.6;0.64;0.64;0.61;0.6;0.6;0.58;0.56;0.55;0.53;0.52;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2005 = 1);1;0.97;0.94;0.91;0.82;0.71;0.67;0.63;0.62;0.61;0.64;0.64;0.61;0.6;0.59;0.58;0.56;0.54;0.53;0.52;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Non-Energy Crops|Index;Index (2005 = 1);1;0.94;0.91;0.87;0.8;0.73;0.7;0.67;0.65;0.63;0.63;0.63;0.6;0.59;0.58;0.57;0.55;0.54;0.53;0.52;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Oilcrops|Index;2005=1;1;0.98;0.92;0.88;0.73;0.67;0.62;0.59;0.57;0.53;0.55;0.58;0.52;0.51;0.5;0.47;0.44;0.41;0.39;0.37;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Soybean|Index;2005=1;1;0.97;0.89;0.84;0.69;0.63;0.59;0.56;0.53;0.48;0.49;0.53;0.47;0.45;0.44;0.41;0.37;0.35;0.33;0.31;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Sugarcrops|Index;2005=1;1;0.9;0.87;0.84;0.82;0.79;0.76;0.72;0.7;0.68;0.66;0.64;0.63;0.61;0.6;0.59;0.57;0.55;0.55;0.54;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Agriculture|Wheat|Index;2005=1;1;0.89;0.88;0.81;0.7;0.55;0.48;0.46;0.42;0.42;0.44;0.44;0.43;0.43;0.43;0.43;0.41;0.39;0.39;0.38;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Carbon;US$2005/t CO2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Price|Primary Energy|Biomass;US$2005/GJ;7.0128;14.9467;14.7678;14.0051;12.8715;10.5759;9.1971;7.8031;7.4262;7.4086;7.3686;7.3377;6.8271;6.8225;6.6699;6.4725;6.2456;6.171;5.9231;5.9051;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Water|Withdrawal|Irrigation;million m3/yr;93489;91040;94886;90409;89428;85939;80145;64512;59972;59521;59124;58462;56548;51253;47536;45262;42266;40594;39037;37554;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Yield|Cereal;t DM/ha/yr;2.9431;3.076;3.3029;3.6759;4.2606;4.4322;4.4588;4.5113;4.5421;4.5443;4.56;4.5634;4.5827;4.7452;4.8333;4.9201;4.9518;4.9848;4.952;4.8728;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Yield|Oilcrops;t DM/ha/yr;1.294;1.5771;2.0165;1.4903;2.2441;2.6804;2.4824;2.4714;2.4848;2.4652;2.4634;2.4727;2.4756;2.4884;2.5607;2.7013;2.9075;3.0846;3.1721;3.168;
MAgPIE;RCPref_SSP1p_NOBIOD;ANZ;Yield|Sugarcrops;t DM/ha/yr;30.758;32.365;34.7666;37.1285;38.7933;38.9166;39.0759;39.1839;39.1914;39.2014;39.2141;39.2292;39.2459;39.264;39.2819;39.2997;39.3173;39.3345;39.3514;39.368;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand;million t DM/yr;744.6781;844.7161;913.6458;958.6487;927.4761;845.7323;768.3659;716.2007;676.0614;645.9951;623.024;599.2079;570.0349;541.0186;517.756;494.3796;472.2682;450.2509;434.9605;420.0733;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Bioenergy;million t DM/yr;2.4506;7.9438;13.8971;19.4568;20.5623;22.7227;22.2289;22.1447;19.9618;21.1459;19.9057;19.0359;14.1032;9.1706;9.9845;10.7985;11.9343;13.0701;18.9486;24.8271;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Bioenergy|1st generation;million t DM/yr;2.45;4.248;6.708;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;9.17;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Bioenergy|2nd generation;million t DM/yr;6e-04;3.6958;7.1891;10.2868;11.3923;13.5527;13.0589;12.9747;10.7918;11.9759;10.7357;9.8659;4.9332;6e-04;0.8145;1.6285;2.7643;3.9001;9.7786;15.6571;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Crops|Feed;million t DM/yr;200.9852;268.1357;311.8113;336.1069;300.7448;226.5684;164.5061;129.0651;108.71;96.1495;91.9648;88.2224;83.6119;79.3446;75.1334;71.0489;67.1166;63.4393;60.0445;56.9267;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Crops|Food;million t DM/yr;409.6418;416.3269;417.919;418.7435;426.3829;436.7983;439.8759;435.1689;425.5137;412.7268;398.4741;382.8625;366.6073;350.1911;333.7826;317.3586;301.2888;286.0278;271.9188;258.9748;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Crops|Other;million t DM/yr;87.6276;93.9084;98.7895;103.5323;103.0981;98.5224;95.382;92.7395;90.1789;87.587;85.396;83.0104;80.9147;78.7877;76.6053;74.1805;72.1851;69.1461;66.5626;62.8478;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Feed;million t DM/yr;202.0002;269.6631;313.691;338.2211;302.7101;228.087;165.608;129.9072;109.3973;96.7369;92.5027;88.7121;84.0554;79.7451;75.4941;71.3728;67.4063;63.6986;60.2768;57.1351;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Food;million t DM/yr;451.5674;472.0546;486.0333;496.1447;499.8272;495.2344;484.1015;470.442;455.6135;439.6622;424.3903;407.6566;390.206;372.5968;354.9904;337.3823;320.1321;303.7589;288.6258;274.7443;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Livestock|Feed;million t DM/yr;1.015;1.5274;1.8797;2.1143;1.9653;1.5186;1.1019;0.8421;0.6873;0.5873;0.5379;0.4897;0.4435;0.4006;0.3606;0.3238;0.2898;0.2593;0.2322;0.2084;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Livestock|Food;million t DM/yr;41.9256;55.7277;68.1143;77.4012;73.4443;58.4361;44.2255;35.2731;30.0998;26.9353;25.9162;24.7942;23.5987;22.4058;21.2078;20.0237;18.8433;17.7311;16.707;15.7696;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Livestock|Other;million t DM/yr;1.0324;1.1462;1.2349;1.2939;1.2784;1.1658;1.0455;0.9672;0.9101;0.8632;0.8292;0.7929;0.7556;0.7184;0.6818;0.6456;0.6103;0.5772;0.5467;0.5189;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Demand|Other;million t DM/yr;88.66;95.0545;100.0244;104.8262;104.3766;99.6882;96.4275;93.7067;91.0889;88.4502;86.2253;83.8033;81.6703;79.5061;77.287;74.8261;72.7955;69.7233;67.1093;63.3667;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Production;million t DM/yr;704.3701;782.447;861.6399;945.9413;966.0718;889.1737;873.129;876.1233;875.6375;883.2679;892.9605;904.7057;903.475;882.3086;878.7626;870.1065;878.1361;871.0417;859.544;807.6674;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;3.6958;7.1891;10.2868;11.3923;13.5527;13.0589;12.9747;10.7918;11.9759;10.7357;9.8659;4.9332;6e-04;0.8145;1.6285;2.7643;3.9001;9.7786;15.6571;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Production|Crops|Non-Energy;million t DM/yr;661.662;722.497;785.4628;856.7302;879.1475;814.71;812.8729;823.8367;829.6917;838.3277;849.3817;862.1855;866.298;850.6485;846.9945;838.3107;846.0407;838.6554;822.11;765.1584;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;458.9385;499.9518;553.8096;619.5314;654.838;611.5671;624.8377;645.3181;647.6901;659.9299;672.1672;687.0369;694.2476;680.6654;679.6037;676.3998;693.9597;688.7041;678.8089;627.7157;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Agricultural Production|Livestock;million t DM/yr;42.7075;56.2542;68.988;78.9244;75.532;60.911;47.1972;39.3119;35.154;32.9644;32.8431;32.6543;32.2437;31.6595;30.9536;30.1673;29.3311;28.4862;27.6555;26.8519;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Biodiversity|BII;unitless;0.167;0.1671;0.167;0.2039;0.2162;0.2318;0.2425;0.2457;0.2484;0.2489;0.2547;0.2583;0.2593;0.2621;0.262;0.2621;0.262;0.2628;0.2659;0.2671;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Biodiversity|ESHI;unitless;1;0.9884;0.9887;1.0185;2.0097;2.7167;3.2563;3.3572;3.4338;3.426;3.4293;3.4309;3.4369;3.5934;3.5966;3.602;3.6043;3.628;3.7635;3.9481;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Biodiversity|NPotSpeciesInRegion;number of species;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Biodiversity|RLI;unitless;0.9698;0.9645;0.9645;0.9693;0.983;0.9854;0.9873;0.9898;0.9903;0.9898;0.9859;0.9859;0.9903;0.9903;0.9903;0.9903;0.9903;0.9903;0.9903;0.9912;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use;Mt CH4/yr;22.9287;25.8476;28.0194;29.2121;26.6084;21.2937;17.8133;15.4267;13.6053;12.9976;11.493;11.0086;10.7808;9.403;9.43;8.9171;8.9571;8.4635;7.8249;6.5038;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;1.7624;1.8635;1.9638;2.1023;2.1098;1.9129;1.8833;1.8824;1.8712;1.858;1.8508;1.8441;1.8245;1.7725;1.7394;1.6914;1.6744;1.6133;1.5478;1.4113;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;20.9934;23.811;25.8827;26.9373;24.3158;19.1835;15.7239;13.3367;11.5246;10.5663;9.1609;8.203;7.7795;7.3625;7.0797;6.7862;7.044;6.4706;6.0605;4.8401;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;2.1326;2.8044;3.4401;3.9395;3.7493;3.0316;2.3718;1.9865;1.7882;1.689;1.6946;1.6975;1.6888;1.6704;1.6452;1.6152;1.5821;1.5479;1.5136;1.4801;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;11.9497;14.8185;16.9321;17.9909;15.9535;11.9061;8.5028;6.4217;5.2012;4.428;4.0382;3.6759;3.33;3.0106;2.719;2.4509;2.209;1.9917;1.8012;1.6316;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;6.9111;6.1881;5.5106;5.0069;4.613;4.2458;4.8493;4.9285;4.5352;4.4494;3.4281;2.8296;2.7607;2.6815;2.7155;2.72;3.2529;2.9311;2.7457;1.7285;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0.1174;0.1175;0.1173;0.1173;0.138;0.1629;0.1796;0.1823;0.186;0.5497;0.4602;0.9404;1.1558;0.2476;0.5904;0.4191;0.2181;0.3591;0.1982;0.2342;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.0555;0.0554;0.0556;0.0552;0.0447;0.0345;0.0265;0.0253;0.0235;0.0235;0.021;0.021;0.021;0.0205;0.0205;0.0205;0.0205;0.0205;0.0184;0.0182;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|CO2|Land Use;Mt CO2/yr;289.6924;75.371;328.4163;656.1968;158.0472;-362.1541;-257.165;-73.6396;-17.9244;14.7319;62.1698;79.5357;33.7711;-20.5291;-23.0598;-10.557;-11.8396;-24.2106;-76.551;-150.978;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|N2O|Land Use;kt N2O/yr;1047.7302;1133.593;1195.5657;1235.2782;1175.8453;996.604;853.542;790.6504;752.1751;728.9019;742.4909;767.1031;767.9286;721.2917;718.0838;693.7442;675.6798;663.7943;640.7019;609.8071;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;20.0276;21.1767;22.3154;23.8903;23.9746;21.7375;21.4007;21.391;21.264;21.114;21.0321;20.9559;20.7334;20.1415;19.7662;19.2203;19.0276;18.3335;17.5892;16.0376;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;1018.2152;1102.9291;1163.7577;1201.9333;1142.6709;965.7592;823.1934;760.3348;722.0259;687.88;704.4722;714.6107;709.1323;690.6513;677.4313;658.8281;647.0442;631.5805;614.2831;583.8566;
MAgPIE;RCPref_SSP1p_NOBIOD;CHN;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;91.885;121.8293;131.0298;129.1905;105.5421;70.9524;44.4244;29.0423;19.5933;13.5138;10.8575;8.5211;6.5283;4.8742;3.5191;2.4281;1.5651;0.915;0.4439;0.1247;
